Name,DSP.Project,KSSL.Project,Date,Collectors,UserPedonID,labsampleno,Layer_sequ,layerid,dsp_limslayer_id,Region/strata,Soil,Comparison,COND,Plot,Pedon,Plot ID,Crop,AgronFeat,Pedon_ID,Hor_sequ,hor_ID,Comp_layer,hor_desg,hor_top,hor_bottom,hor_thick,Moist,AggStab,Bgluc,Pom_C,Pom_N,Pom_S,POX_C,CaCarb,Ca_amextr,CEC_ph7,Mg_amextr,K_amextr,Na_extr,Tot_C,Tot_N,Tot_S,CEC_NH4OAc,Mehlich_P,Est_totOC,ph_h20,ph_Cacl2,EC_test,Clay,Sand,Silt,CF_labvol,Sum_bases,BS_NH4OAc,BS_sumBase,Eff_CEC,CEC_sumcation,extr_acid,sand_coarse,sand_fine,sand_medium,sand_vfine,sand_vcoarse,silt_fine,BD_core_fld,FM_core,BD_recon13,BD_recon_moist,BD_compcav,FM_compcav,FM_clod,BD_clod_13,surf_stab,25_stab,Total.C,Total.N,BD_other
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107001,11N00472,1,S10GA107001-1,AL1-1-1,Atlantic ,Tifton,Longleaf Pine,L,1,1,AL1,none,none,AL1-1,1,AL1-1-1,1,A,0,2,2,m,,102,4.43564037,0,0.004285643,686.78,,1.55,15.05,0.49,0.12,0,6.22,0.14,0.02,57.91,,6.22,4.49,3.73,0.1,5.5,83,11.5,0.98,2.2,15,11,4.2,19.6,17.3763,10.13,33.14,27.58,10.02,2.24,7.66,0.34362574,1.2915129,0.91117021,39.8910405,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107001,11N00473,2,S10GA107001-2,AL1-1-2,Atlantic ,Tifton,Longleaf Pine,L,1,1,AL1,none,none,AL1-1,2,AL1-1-2,1,A,2,18,16,m,100,16,1.03463004,0,0.004293071,326.1,,0.12,6.65,0.07,0.07,0,2.37,0.03,0.02,60.15,,2.37,4.82,4.04,0.04,5.13,84.9,10,0.95,0.3,4,2,1.8,15.9,15.6388179,12.33,30.49,28.29,10.79,3.01,7.11,1.23922071,5.4298643,1.34478737,20.1806459,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107001,11N00474,3,S10GA107001-3,AL1-1-3,Atlantic ,Tifton,Longleaf Pine,L,1,1,AL1,none,none,AL1-1,3,AL1-1-3,2,E,18,32,14,m,,3,0.16828047,0,0,325,,0.1,2,0.05,0.05,0,0.54,0,0.01,60.37,,0.54,5.41,4.53,0.02,6.61,83.1,10.3,0.95,0.1,5,2,0.5,4.1,3.9657932,12.48,30.17,24.03,12.09,4.25,6.69,1.34322524,4.293715,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107001,11N00475,4,S10GA107001-4,AL1-1-4,Atlantic ,Tifton,Longleaf Pine,L,1,1,AL1,none,none,AL1-1,4,AL1-1-4,3,Bt,32,74,42,m,,2,0.04173517,0,0,250.75,,0.33,2.53,0.42,0.05,0,0.3,0.02,0.02,58.16,,0.3,5.37,4.41,0.02,20.11,71.2,8.7,0.95,0.7,28,16,1.1,4.5,3.7861885,10.21,25.4,22.01,9.49,4.08,6.21,1.19728752,8.7449026,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107001,11N00476,5,S10GA107001-5,AL1-1-5,Atlantic ,Tifton,Longleaf Pine,L,1,1,AL1,none,none,AL1-1,5,AL1-1-5,3,Btv1,74,100,26,,,,,,,,,0,7.36,0.45,0.05,0,0.11,0.07,0.03,58.31,,0.11,5.56,4.3,0.01,42.46,51.6,5.9,0.99,0.4,5,8,1.2,5.3,4.9438245,7.99,18.73,16.91,6.08,1.87,5.4,,,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107001,11N00477,6,S10GA107001-6,AL1-1-6,Atlantic ,Tifton,Longleaf Pine,L,1,1,AL1,none,none,AL1-1,6,AL1-1-6,3,Btv2,100,140,40,,,,,,,,,0,3.59,0.09,0.05,0,0.05,0.03,0.01,57.91,,0.05,4.91,4.15,0.01,41.83,53,5.2,0.99,0.1,3,1,1.6,7,6.8502195,9.04,16.2,20.07,4.55,3.17,5.15,,,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107001,11N00478,7,S10GA107001-7,AL1-1-7,Atlantic ,Tifton,Longleaf Pine,L,1,1,AL1,none,none,AL1-1,7,AL1-1-7,3,Bc,140,183,43,,,,,,,,,0,6.7,0.02,0.05,0,0.02,0.01,0.01,56.93,,0.02,5.01,4.04,0.02,43.66,49.9,6.4,1,0.02,0,0,,7.32,7.2753944,5.62,19.93,17.53,5.7,1.22,5.51,,,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107002,11N00479,1,S10GA107002-1,AL1-2-1,Atlantic ,Tifton,Longleaf Pine,L,1,2,AL1,none,none,AL1-2,1,AL1-2-1,1,A,0,2,2,m,,59,3.73267317,0.01830651,0.021093281,511.12,,1.29,12.11,0.33,0.16,0,6.22,0.19,0.01,57.99,,6.22,4.28,3.3,0.08,4.04,86.5,9.5,0.99,1.8,15,19,3.4,9.4,7.6415063,10.04,31.81,29.87,12.77,1.98,5.62,0.1664284,1.9305019,0.90657429,37.8802142,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107002,11N00480,2,S10GA107002-2,AL1-2-2,Atlantic ,Tifton,Longleaf Pine,L,1,2,AL1,none,none,AL1-2,2,AL1-2-2,1,A,2,10,8,m,99,32,1.96440196,0,0.016427657,507.21,,0.47,7.74,0.16,0.07,0,2.36,0.06,0.01,57.85,,2.36,4.28,3.49,0.06,4.63,85.6,9.8,0.98,0.8,10,6,2.3,12.7,11.9296618,10.46,33,25.08,12.97,3.95,5.74,1.02820613,4.9386085,1.29972445,21.3166556,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107002,11N00481,3,S10GA107002-3,AL1-2-3,Atlantic ,Tifton,Longleaf Pine,L,1,2,AL1,none,none,AL1-2,3,AL1-2-3,2,E,10,38,28,m,,4,0.23186767,0,0,156.27,,0,2.48,0.05,0,0,0.74,0.04,0.01,57.77,,0.74,4.8,4.22,0.02,5.27,85,9.7,0.92,0.02,1,0,,4.02,3.963548,9.04,30.77,27.44,14.75,2.97,5.67,1.14725477,5.7460612,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107002,11N00482,4,S10GA107002-4,AL1-2-4,Atlantic ,Tifton,Longleaf Pine,L,1,2,AL1,none,none,AL1-2,4,AL1-2-4,3,Bt,38,50,12,m,,3,0.05373957,0,0,108.9,,0.07,3.23,0.32,0,0,0.34,0,0.01,57.25,,0.34,5.11,4.11,0.02,27.8,63.8,8.4,0.93,0.4,13,6,1.4,6.7,6.2621726,8.15,24.83,17.09,10.75,3.03,6.06,1.25130197,8.4606866,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107003,11N00483,1,S10GA107003-1,AL1-3-1,Atlantic ,Tifton,Longleaf Pine,L,1,3,AL1,none,none,AL1-3,1,AL1-3-1,1,A,0,2,2,m,99,34,2.44680164,0,0,538.15,,0.99,10.05,0.31,0,0,4.2,0.17,0.02,58.32,,4.2,4.67,3.64,0.05,5.55,84.4,10.1,0.99,1.3,13,6,2.9,21.4,20.0547689,9.28,32.55,30.05,10.56,1.89,6.81,0.21164078,1.8662519,1.10125297,26.5426643,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107003,11N00484,2,S10GA107003-2,AL1-3-2,Atlantic ,Tifton,Longleaf Pine,L,1,3,AL1,none,none,AL1-3,2,AL1-3-2,1,A,2,15,13,m,99,9,0.59168253,0,0,290.26,,0.17,4.98,0.12,0,0.02,1.68,0.05,0.01,58.57,,1.68,4.82,4.04,0.03,6.62,83.6,9.8,0.96,0.3,6,3,1.5,9.2,8.9492746,11.04,35.62,22.95,10.93,3.12,7.12,1.09793785,4.8721072,1.35796654,18.3605053,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107003,11N00485,3,S10GA107003-3,AL1-3-3,Atlantic ,Tifton,Longleaf Pine,L,1,3,AL1,none,none,AL1-3,3,AL1-3-3,2,Ec,15,34,19,m,,2,0.10594322,0,0,54.22,,0.39,2.29,0.25,0,0.02,0.38,0.01,0,57.38,,0.38,5.22,4.54,0.02,10.25,77.2,12.5,0.94,0.7,30,20,0.9,3.5,2.8343998,10.92,28.34,24.64,10.89,2.53,5.59,1.06312131,12.3503947,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107003,11N00486,4,S10GA107003-4,AL1-3-4,Atlantic ,Tifton,Longleaf Pine,L,1,3,AL1,none,none,AL1-3,4,AL1-3-4,3,Btc,34,50,16,m,,3,0.03195311,0,0.002608418,72.42,,0.58,2.84,0.65,0,0.02,0.26,0,0.01,57.37,,0.26,5.46,4.6,0.02,24.25,66,9.7,0.92,1.2,43,20,1.4,6.1,4.925575,9.31,24.32,18.09,9.83,4.47,5.89,1.18262838,20.4740878,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107004,11N00487,1,S10GA107004-1,AL1-4-1,Atlantic ,Tifton,Longleaf Pine,L,1,4,AL1,none,none,AL1-4,1,AL1-4-1,1,A,0,2,2,d,,55,2.57081066,0.04467443,0.004061312,726.71,,1.33,10.4,0.44,0.07,0.02,3.86,0.14,0.03,59.75,,3.86,5.07,3.82,0.07,9.62,79.1,11.3,0.99,1.8,17,6,3.1,28.6,26.7788049,11.82,26.34,30.02,7.71,3.25,5.79,0.16535464,1.171875,1.06630634,32.7313489,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107004,11N00488,2,S10GA107004-2,AL1-4-2,Atlantic ,Tifton,Longleaf Pine,L,1,4,AL1,none,none,AL1-4,2,AL1-4-2,1,A,2,18,16,d,,23,0.77109878,0,0,327.29,,0.24,5.55,0.12,0.05,0.02,2.19,0.08,0.01,59.29,,2.19,4.84,3.95,0.04,5,83.3,11.7,0.98,0.3,5,3,1.5,11.1,10.8310173,14.35,27.92,26.88,9.29,4.84,5.21,1.40496889,4.6749165,1.29798368,23.4803611,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107004,11N00489,3,S10GA107004-3,AL1-4-3,Atlantic ,Tifton,Longleaf Pine,L,1,4,AL1,none,none,AL1-4,3,AL1-4-3,3,Bt,18,45,27,m,,3,0.06259304,0,0,72.68,,0.61,3.31,0.42,0.02,0,0.41,0.01,0.01,57.83,,0.41,5.27,4.48,0.02,20.55,70.2,9.3,0.95,1,30,18,1.3,5.5,4.5461247,10,22.5,24.53,7.53,5.72,3.94,1.51784539,7.5937616,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107005,11N00490,1,S10GA107005-1,AL1-5-1,Atlantic ,Tifton,Longleaf Pine,L,1,5,AL1,none,none,AL1-5,1,AL1-5-1,1,A,0,2,2,d,103,45,3.7859822,0.05880972,0,626.28,,2.79,13.21,0.48,0.1,0.02,6.64,0.15,0.02,58.66,,6.64,5.04,3.96,0.1,4.95,84.8,10.3,0.98,3.4,26,14,4.7,24.8,21.401377,10.22,32.95,27.44,11.99,2.3,4.81,0.10232641,2.1806854,0.90325348,37.2394243,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107005,11N00491,2,S10GA107005-2,AL1-5-2,Atlantic ,Tifton,Longleaf Pine,L,1,5,AL1,none,none,AL1-5,2,AL1-5-2,1,A,2,16,14,d,89,17,0.98337219,0,0,358.78,,0.8,6.27,0.16,0.02,0.02,2.64,0.08,0.01,58.31,,2.64,4.96,4.14,0.05,5.55,84.6,9.9,0.97,1,16,8,2.1,11.9,10.9114418,9.65,33.06,26.38,12.38,3.13,4.08,0.851808,5.2511416,1.28940855,14.2176787,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107005,11N00492,3,S10GA107005-3,AL1-5-3,Atlantic ,Tifton,Longleaf Pine,L,1,5,AL1,none,none,AL1-5,3,AL1-5-3,2,E,16,26,10,m,,5,0.31438592,0,0,216.51,,0.5,2.74,0.17,0,0,1.03,0.03,0.01,58.77,,1.03,5.36,4.57,0.02,7.31,83.3,9.4,0.96,0.7,26,11,1.2,6.1,5.4307048,12.49,38.3,17.29,11.66,3.54,3.9,1.27857015,3.702897,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107005,11N00493,4,S10GA107005-4,AL1-5-4,Atlantic ,Tifton,Longleaf Pine,L,1,5,AL1,none,none,AL1-5,4,AL1-5-4,3,Bt,26,45,19,m,,4,0.08728719,0,0,144.56,,0.54,3.81,0.61,0.02,0,0.48,0,0.01,58.01,,0.48,5.3,4.36,0.02,32.49,59.3,8.2,0.96,1.1,29,15,1.6,7.2,6.0721799,6.69,23.31,18.23,8.75,2.43,2.98,1.41310422,7.2582253,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107006,11N00494,1,S10GA107006-1,AL1-6-1,Atlantic ,Tifton,Longleaf Pine,L,1,6,AL1,none,none,AL1-6,1,AL1-6-1,1,A,0,2,2,d,23,84,2.71635136,0,0,577.03,,2.4,12.82,0.47,0.07,0.02,5.17,0.13,0.02,58.13,,5.17,4.8,3.93,0.11,4.54,84.2,11.3,1,3,23,8,4.1,37.3,34.348903,8.94,34.41,25.49,13.25,2.22,4.59,0.42560539,3.4146341,0.989876,26.5618896,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107006,11N00495,2,S10GA107006-2,AL1-6-2,Atlantic ,Tifton,Longleaf Pine,L,1,6,AL1,none,none,AL1-6,2,AL1-6-2,1,A,2,11,9,d,24,34,1.017569,0,0,287.71,,0.39,4.78,0.12,0.05,0,1.86,0.11,0.01,57.6,,1.86,4.84,4.21,0.06,4.26,85.5,10.2,0.97,0.5,10,5,1.3,9.3,8.7539031,11.62,34.32,24.23,11.74,3.68,3.93,1.04264699,2.53301,1.52611421,9.1516037,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107006,11N00496,3,S10GA107006-3,AL1-6-3,Atlantic ,Tifton,Longleaf Pine,L,1,6,AL1,none,none,AL1-6,3,AL1-6-3,1,AE,11,20,9,m,,11,0.21017924,0,0,142.24,,0.14,2.49,0.1,0.02,0,0.76,0.07,0.01,59.95,,0.76,5.12,4.34,0.04,5.17,83.9,10.9,0.96,0.2,8,3,0.7,5.8,5.5702302,8.73,34.79,25.45,12.79,2.24,4.62,1.11980149,2.9162512,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107006,11N00497,4,S10GA107006-4,AL1-6-4,Atlantic ,Tifton,Longleaf Pine,L,1,6,AL1,none,none,AL1-6,4,AL1-6-4,3,Bt,20,45,25,m,,4,0.20914446,0,0,217.74,,0.86,2.8,0.45,0.02,0,0.54,0.03,0.01,56.36,,0.54,5.3,4.54,0.02,22.5,68.1,9.4,0.98,1.4,50,21,1.6,6.6,5.2081343,6.79,29.13,18.52,11.56,2.1,3.63,1.44287792,9.948474,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107007,11N00498,1,S10GA107007-1,AL1-7-1,Atlantic ,Tifton,Longleaf Pine,L,1,7,AL1,none,none,AL1-7,1,AL1-7-1,1,A,0,2,2,d,26,95,3.89752274,0.09881286,0,644.19,,1.7,16.02,0.54,0.15,0.02,5.36,0.15,0.03,60.68,,5.36,5.2,3.53,0.08,4.12,84.2,11.7,1,2.3,14,8,3.7,28.7,26.4202031,7.72,40.62,21.5,12.85,1.52,5.1,0.16035454,1.0330579,0.92755163,28.3505661,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107007,11N00499,2,S10GA107007-2,AL1-7-2,Atlantic ,Tifton,Longleaf Pine,L,1,7,AL1,none,none,AL1-7,2,AL1-7-2,1,A,2,22,20,d,92,7,0.43963667,0,0,362.97,,0,5.26,0.05,0.05,0,1.78,0.05,0.01,58.83,,1.78,4.63,3.86,0.03,4.37,82.6,13,0.98,0.02,0,0,,25.82,25.7546002,9.51,36.1,22,12.36,2.62,6.08,1.27592498,6.2444837,1.39626333,11.0758273,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107007,11N00500,3,S10GA107007-3,AL1-7-3,Atlantic ,Tifton,Longleaf Pine,L,1,7,AL1,none,none,AL1-7,3,AL1-7-3,2,E,22,30,8,m,,3,0.18744313,0,0,132.01,,0.07,5.38,0.07,0.05,0,0.6,0,0.01,57.88,,0.6,5.16,4.32,0.02,4.77,83.5,11.7,0.97,0.2,4,4,0.8,4.7,4.4794287,8.49,32.19,25.96,13.93,2.92,5.63,1.48454045,5.4527938,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/20/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107007,11N00501,4,S10GA107007-4,AL1-7-4,Atlantic ,Tifton,Longleaf Pine,L,1,7,AL1,none,none,AL1-7,4,AL1-7-4,3,Bt,30,45,15,m,,3,0.06738848,0,0,108.72,,0.59,2.83,0.37,0.02,0,0.4,0.04,0.01,58.14,,0.4,5.34,4.44,0.02,20.3,69,10.7,0.97,1,36,18,1.3,5.7,4.7320788,7.94,27.98,19.57,10.55,3,4.39,1.24142147,9.2363145,,,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107008,11N00502,1,S10GA107008-1,AL2-1-1,Atlantic ,Tifton,Longleaf Pine,L,2,1,AL2,none,none,AL2-1,1,AL2-1-1,1,A,0,2,2,d,32,45,2.38832717,0,0,535.66,,0.77,5.92,0.22,0.02,0.02,3.85,0.09,0.01,60.14,,3.85,4.36,3.49,0.07,1.78,88.9,9.3,1,1,17,5,1.6,21.2,20.1516644,10.61,30.48,36.07,10.38,1.26,3.87,0.24697033,0.802139,1.13315895,14.1963163,,,,,5,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107008,11N00503,2,S10GA107008-2,AL2-1-2,Atlantic ,Tifton,Longleaf Pine,L,2,1,AL2,none,none,AL2-1,2,AL2-1-2,1,A,2,20,18,d,40,10,0.33595979,0,0.062442789,144.39,,0,2.55,0,0,0,0.79,0,0.01,57.81,,0.79,4.63,3.91,0.03,1.92,88.8,9.3,0.99,,,,,,5.1391373,9.66,29.47,38.69,9.52,1.37,4.53,1.23345054,3.0722326,1.52994624,6.6780596,,,,,5,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107008,11N00504,3,S10GA107008-3,AL2-1-3,Atlantic ,Tifton,Longleaf Pine,L,2,1,AL2,none,none,AL2-1,3,AL2-1-3,2,E,20,40,20,m,,1,0.07013934,0,0.038491104,18.02,,0,1.07,0,0,0,0.25,0.01,0,56.47,,0.25,4.96,4.25,0.02,2.47,85.7,11.8,0.99,,,,,,3.4240091,8.26,32.42,31.08,12.52,1.4,4.82,1.55019454,2.4631461,,,,,,,5,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107008,11N00505,4,S10GA107008-4,AL2-1-4,Atlantic ,Tifton,Longleaf Pine,L,2,1,AL2,none,none,AL2-1,4,AL2-1-4,3,Bt,40,55,15,m,,0,0.021952,0,0.045472,54.03,,0.19,1.66,0.07,0,0,0.17,0.02,0,58.72,,0.17,5.02,4.24,0.02,9.79,77.2,13,0.98,0.3,18,8,0.7,3.8,3.4704979,8.22,28.08,28.86,10.13,1.88,4.53,1.4125432,0.3003604,,,,,,,5,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107008,11N00506,5,S10GA107008-5,AL2-1-5,Atlantic ,Tifton,Longleaf Pine,L,2,1,AL2,none,none,AL2-1,5,AL2-1-5,3,Btv1,55,98,43,,,,,,,,,0.46,3.88,0.53,0.02,0,0.2,0,0.01,57.18,,0.2,5.22,4.17,0.02,33.54,60.6,5.9,1,1,26,13,2.2,7.9,6.9406966,7.18,22.84,21.7,7.01,1.88,3.99,,,,,,,,,5,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107008,11N00507,6,S10GA107008-6,AL2-1-6,Atlantic ,Tifton,Longleaf Pine,L,2,1,AL2,none,none,AL2-1,6,AL2-1-6,3,Btv2,98,129,31,,,,,,,,,0,3.94,0.12,0.02,0,0.04,0.09,0.01,58.47,,0.04,5.2,4.02,0.01,30.29,64.7,5,0.99,0.1,3,1,2.9,8.5,8.3867119,14.29,8.21,39.77,1.62,0.85,4.49,,,,,,,,,5,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107008,11N00508,7,S10GA107008-7,AL2-1-7,Atlantic ,Tifton,Longleaf Pine,L,2,1,AL2,none,none,AL2-1,7,AL2-1-7,3,BC,129,150,21,,,,,,,,,0,3.87,0.05,0.02,0,0.02,0.07,0.01,57.21,,0.02,5.2,3.99,0.01,24.8,70.7,4.5,1,0.02,1,0,,6.32,6.2550411,19.32,12.37,35.41,1.16,2.38,3.92,,,,,,,,,5,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107008,11N00509,8,S10GA107008-8,AL2-1-8,Atlantic ,Tifton,Longleaf Pine,L,2,1,AL2,none,none,AL2-1,8,AL2-1-8,4,C,150,183,33,,,,,,,,,0,3.34,0.02,0.02,0,0.02,0.06,0.01,58.83,,0.02,5.11,3.94,0.01,19.93,75.5,4.6,1,0.02,1,0,,6.02,6.0149014,15.17,17.27,40.69,1.78,0.51,3.87,,,,,,,,,5,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107009,11N00510,1,S10GA107009-1,AL2-2-1,Atlantic ,Tifton,Longleaf Pine,L,2,2,AL2,none,none,AL2-2,1,AL2-2-1,1,A,0,2,2,d,36,44,1.55234907,0,0.056793259,471.87,,0.29,5.95,0.14,0.05,0,1.85,0.08,0.01,59.41,,1.85,4.15,3.31,0.06,5.01,89.2,5.8,0.99,0.4,7,4,1.1,10,9.5714353,12.16,27.6,38.88,9.01,1.5,5.43,0.17586417,0.5665722,1.26947848,14.6503386,,,,,6,6,,,
GA_Tifton,Dynamic Soil Properties - Emanuel  Co.,C2011USGA015,10/21/2010,"DFW, KM, SM, AG, AKB, DC, MS, PB, AH, MO, MS",S10GA107009,11N00511,2,S10GA107009-2,AL2-2-2,Atlantic ,Tifton,Longleaf Pine,L,2,2,AL2,none,none,AL2-2,2,AL2-2-2,1,A,2,17,15,d,56,22,0.06090978,0,0.014381476,287.45,,0,3.39,0,0.02,0,0.73,0,0.01,59.76,,0.73,4.39,3.72,0.04,4.85,87.6,7.5,1,0.02,1,0,,5.92,5.9467726,13.73,26.53,34.69,9.91,2.81,7.03,1.47083683,0.7900454,1.60542443,6.4673201,,,,,6,6,,,
